Type,FSWP-8
Version,3.01
Date,19.May 2026
VSupply,OFF
Mode,Voltage
411149.5625000000,-135.2576751709
412097.3125000000,-135.3296966553
413047.6562500000,-135.4048461914
413999.7812500000,-135.4312591553
414954.0625000000,-135.4136352539
415910.5625000000,-135.3761291504
416869.2812500000,-135.3023834229
417830.1875000000,-135.2248687744
418793.7812500000,-135.1685943604
419759.1250000000,-135.1024017334
420726.6875000000,-134.9803314209
421696.5000000000,-134.8545532227
422668.5312500000,-134.7894439697
423642.8125000000,-134.7515869141
424619.3437500000,-134.7437744141
425598.5937500000,-134.7480926514
426579.6250000000,-134.7245483398
427562.9375000000,-134.6111755371
428548.5000000000,-134.4366760254
429536.3125000000,-134.3147583008
430526.4375000000,-134.2220458984
431519.3125000000,-134.1870727539
432514.0000000000,-134.2663269043
433510.9687500000,-134.3783416748
434510.2500000000,-134.5769958496
435511.8125000000,-134.7658538818
436515.6875000000,-134.8710784912
437521.9062500000,-135.0009460449
438530.9062500000,-135.1110687256
439541.7500000000,-135.1731719971
440554.9062500000,-135.2489624023
441570.4375000000,-135.3069458008
442588.2812500000,-135.3329315186
443608.4687500000,-135.3491973877
444631.0312500000,-135.3391723633
445656.4062500000,-135.3138732910
446683.6875000000,-135.2413482666
447713.3125000000,-135.1051177979
448745.3437500000,-134.9273376465
449779.7187500000,-134.4323425293
450816.5000000000,-133.7265777588
451856.1562500000,-133.1894073486
452897.7187500000,-132.5221099854
453941.6875000000,-132.1631469727
454988.0625000000,-132.2299957275
456036.8437500000,-132.4303436279
457088.0312500000,-132.3164978027
458141.6562500000,-131.1380615234
459198.1875000000,-129.2884216309
460256.6875000000,-127.9881057739
461317.6250000000,-126.5121154785
462380.9687500000,-125.7396240234
463446.8125000000,-125.8659591675
464515.0937500000,-126.7342987061
465586.3437500000,-127.7726135254
466659.5312500000,-129.7953186035
467735.2187500000,-132.1644592285
468813.3750000000,-133.9460601807
469894.0312500000,-134.9665222168
470977.1875000000,-135.2426605225
472062.8125000000,-135.3261413574
473151.4687500000,-135.3591308594
474242.1250000000,-135.4153137207
475335.2812500000,-135.4564666748
476430.9687500000,-135.4319000244
477529.1562500000,-135.3421783447
478629.9062500000,-135.2115478516
479733.7187500000,-135.1015472412
480839.5312500000,-135.0629730225
481947.9062500000,-135.0446319580
483058.8125000000,-134.9810791016
484172.3125000000,-134.5914459229
485288.3437500000,-133.7516784668
486406.9687500000,-132.4511871338
487528.7187500000,-131.2215118408
488652.5000000000,-130.4153442383
489778.8750000000,-130.1526947021
490907.8437500000,-130.5830078125
492039.4375000000,-131.5056762695
493173.6250000000,-132.7205963135
494310.4375000000,-133.9025268555
495450.3750000000,-134.6528930664
496592.4375000000,-135.0704956055
497737.1250000000,-135.2332153320
498884.4375000000,-135.3008575439
500034.4062500000,-135.3007659912
501187.0000000000,-135.2706298828
502342.8437500000,-135.2307586670
503500.7812500000,-135.1989898682
504661.3750000000,-135.1803283691
505824.6562500000,-135.1662445068
506990.6250000000,-135.1484985352
508159.2812500000,-135.1179351807
509330.6250000000,-135.0385589600
510505.2187500000,-134.8784637451
511681.9687500000,-134.5903625488
512861.4375000000,-134.2501831055
514043.6250000000,-133.9767303467
515228.5312500000,-133.8744659424
516416.1562500000,-133.9940643311
517607.0937500000,-134.1809997559
518800.2187500000,-134.3131408691
519996.0937500000,-134.3408660889
521194.7187500000,-134.3445739746
522396.1250000000,-134.4205474854
523600.2812500000,-134.6822814941
524807.1875000000,-134.9656219482
526017.5000000000,-135.2357025146
527230.0000000000,-135.4290924072
528445.3125000000,-135.4874267578
529663.4375000000,-135.4243621826
530884.3125000000,-135.3269653320
532108.0625000000,-135.2355651855
533335.1875000000,-135.1733398438
534564.5625000000,-135.1617279053
535796.7500000000,-135.2099761963
537031.8125000000,-135.2722930908
538269.6875000000,-135.3255310059
539510.4375000000,-135.3580474854
540754.0625000000,-135.3716430664
542001.1250000000,-135.3858184814
543250.5000000000,-135.3923034668
544502.7500000000,-135.3735656738
545757.8750000000,-135.2944335938
547015.8750000000,-135.2029724121
548276.7500000000,-135.1047210693
549540.5625000000,-134.9913482666
550807.9375000000,-134.9255828857
552077.5625000000,-134.8811340332
553350.1250000000,-134.8525085449
554625.6875000000,-134.8519134521
555904.1250000000,-134.8612518311
557185.5000000000,-134.8659057617
558470.5000000000,-134.8576507568
559757.8125000000,-134.8471069336
561048.0625000000,-134.8471221924
562341.3125000000,-134.8546447754
563637.5625000000,-134.8518218994
564936.8125000000,-134.8217315674
566239.0000000000,-134.7782287598
567544.8750000000,-134.7533721924
568853.0625000000,-134.7351379395
570164.3125000000,-134.6665191650
571478.6250000000,-134.5189361572
572795.8750000000,-134.2294769287
574116.2500000000,-133.7677001953
575440.2500000000,-133.4603729248
576766.6875000000,-133.3913879395
578096.1875000000,-133.3160095215
579428.6875000000,-132.7680816650
580764.3125000000,-131.6179809570
582103.0625000000,-130.7412872314
583444.8125000000,-130.2222900391
584790.3750000000,-130.2786865234
586138.3125000000,-131.2046203613
587489.4375000000,-132.2784576416
588843.6250000000,-133.3012847900
590200.9375000000,-134.1911010742
591561.4375000000,-134.5147857666
592925.0000000000,-134.6536712646
594292.3750000000,-134.7603454590
595662.2500000000,-134.8744812012
597035.3125000000,-134.9988403320
598411.5000000000,-135.0618896484
599790.9375000000,-135.0866546631
601173.4375000000,-135.1127929688
602559.8750000000,-135.1619567871
603948.8125000000,-135.2335968018
605340.9375000000,-135.2631530762
606736.3125000000,-135.2289123535
608134.8750000000,-135.1587677002
609536.6875000000,-135.1055603027
610941.6875000000,-135.0598297119
612350.6250000000,-135.0047454834
613762.1250000000,-134.9686126709
615176.9375000000,-134.9881744385
616594.9375000000,-135.0745086670
618016.2500000000,-135.1616973877
619440.8125000000,-135.2458648682
620869.3750000000,-135.3406829834
622300.5000000000,-135.4168701172
623734.9375000000,-135.4796752930
625172.6875000000,-135.5281524658
626613.7500000000,-135.5517425537
628058.1250000000,-135.5369262695
629505.8750000000,-135.4730072021
630957.6250000000,-135.3726654053
632412.0000000000,-135.1574859619
633869.7500000000,-134.6590881348
635330.8750000000,-134.0485687256
636795.3750000000,-133.6659545898
638263.2500000000,-133.7277069092
639735.1875000000,-134.1181182861
641209.8125000000,-134.4369201660
642687.8750000000,-134.3976287842
644169.3125000000,-134.1892395020
645654.1250000000,-134.1602478027
647142.4375000000,-134.3991088867
648634.1250000000,-134.7081298828
650130.0000000000,-134.8703765869
651628.5625000000,-134.8959960938
653130.6250000000,-134.9135437012
654636.1250000000,-134.9797973633
656145.1250000000,-135.0749969482
657657.6250000000,-135.1410064697
659173.5625000000,-135.1750030518
660693.6875000000,-135.1543426514
662216.6250000000,-135.0746307373
663743.1250000000,-135.0061187744
665273.0625000000,-134.9899749756
666806.5625000000,-134.9405670166
668343.6250000000,-134.7141723633
669884.9375000000,-134.4701232910
671429.0625000000,-134.4024505615
672976.7500000000,-134.6202697754
674528.0000000000,-135.0014648438
676082.8750000000,-135.2933502197
677641.2500000000,-135.3675384521
679203.3125000000,-135.3118438721
680769.6250000000,-135.2547760010
682338.8750000000,-135.2484283447
683911.6875000000,-135.2787170410
685488.1875000000,-135.3000183105
687068.2500000000,-135.2918090820
688652.0000000000,-135.2841033936
690240.1875000000,-135.2769165039
691831.1875000000,-135.0455474854
693425.9375000000,-134.0696258545
695024.3125000000,-131.8556060791
696626.4375000000,-130.1647644043
698232.1875000000,-129.8862304688
699841.6875000000,-130.6585693359
701455.6250000000,-132.2171020508
703072.5000000000,-133.9341583252
704693.1250000000,-135.0960388184
706317.5000000000,-135.5835723877
707945.6250000000,-135.7179870605
709577.5000000000,-135.6948699951
711213.8750000000,-135.6003570557
712853.3125000000,-135.5276336670
714496.5000000000,-135.4775695801
716143.4375000000,-135.4405975342
717794.1875000000,-135.4231567383
719448.7500000000,-135.4641265869
721107.1250000000,-135.5202484131
722770.1250000000,-135.4789123535
724436.1875000000,-135.3352508545
726106.0625000000,-135.1513671875
727779.8125000000,-134.9968872070
729457.3750000000,-134.9947814941
731138.8125000000,-135.0897674561
732824.1250000000,-135.0468902588
734514.1875000000,-134.1758575439
736207.2500000000,-131.2699432373
737904.3125000000,-128.5797882080
739605.1875000000,-127.6082687378
741310.0625000000,-127.9874343872
743018.8125000000,-130.1622314453
744732.3750000000,-133.2212982178
746449.0000000000,-134.7501220703
748169.6250000000,-135.2551422119
749894.1875000000,-135.3833770752
751622.7500000000,-135.3178863525
753355.3125000000,-134.6936340332
755091.8750000000,-133.0410003662
756833.2500000000,-130.4905700684
758577.7500000000,-129.0522003174
760326.3750000000,-129.1759338379
762078.9375000000,-130.8289184570
763835.6250000000,-133.2415008545
765596.3125000000,-134.3598480225
767361.8750000000,-134.5684509277
769130.6875000000,-134.7059478760
770903.6250000000,-135.0471191406
772680.6250000000,-135.2654418945
774461.6875000000,-135.3802642822
776246.8750000000,-135.4538421631
778036.1875000000,-135.5011749268
779830.4375000000,-135.4927673340
781628.0000000000,-135.4101562500
783429.7500000000,-135.2866210938
785235.6250000000,-135.1176757813
787045.6250000000,-134.9022674561
788859.8125000000,-134.5911102295
790678.1875000000,-134.2896881104
792501.6250000000,-133.9782867432
794328.4375000000,-133.6775665283
796159.3750000000,-133.8473663330
797994.6250000000,-134.4605102539
799834.0000000000,-134.9417114258
801677.6875000000,-135.0681762695
803526.5000000000,-135.1210937500
805378.6875000000,-135.2054748535
807235.1250000000,-135.2787933350
809095.8750000000,-135.2624511719
810960.9375000000,-135.2338867188
812830.2500000000,-135.0983886719
814703.8750000000,-133.7705383301
816582.6875000000,-131.2554931641
818465.0000000000,-129.2638397217
820351.6250000000,-128.9265899658
822242.5625000000,-130.0211944580
824137.8750000000,-132.1641845703
826037.6250000000,-133.3113555908
827942.5625000000,-133.0650634766
829851.0625000000,-133.1919860840
831763.9375000000,-134.0559082031
833681.1875000000,-134.9423522949
835602.8750000000,-135.2687225342
837529.0000000000,-135.2884674072
839459.5625000000,-135.2756042480
841395.5000000000,-135.3168182373
843335.0000000000,-135.3821105957
845278.9375000000,-135.3871765137
847227.3750000000,-135.2137908936
849180.2500000000,-134.9024658203
851137.6875000000,-134.7676239014
853100.5625000000,-134.9730072021
855067.0000000000,-135.3107910156
857038.0000000000,-135.3804473877
859013.5625000000,-135.2927093506
860993.6250000000,-135.2621459961
862978.3125000000,-135.3285827637
864967.5000000000,-135.4071807861
866962.2500000000,-135.4204559326
868960.6875000000,-135.4313812256
870963.6875000000,-135.4948577881
872971.3125000000,-135.5237426758
874983.6250000000,-135.0039672852
877000.5000000000,-133.4733428955
879022.0625000000,-131.4618225098
881049.2500000000,-130.4851226807
883080.1250000000,-131.3086090088
885115.6875000000,-133.1553497314
887155.9375000000,-134.8619384766
889200.8750000000,-135.3014373779
891250.5625000000,-135.3608856201
893305.9375000000,-135.3040161133
895365.0625000000,-135.2977294922
897428.9375000000,-135.3763427734
899497.5625000000,-135.4802856445
901571.0000000000,-135.5220794678
903649.1875000000,-135.4505462646
905732.1250000000,-135.2798919678
907820.9375000000,-134.8428649902
909913.5000000000,-134.1169738770
912010.9375000000,-133.8151550293
914113.1875000000,-134.1546783447
916220.2500000000,-134.8554229736
918332.1875000000,-135.2136535645
920450.0625000000,-135.2690429688
922571.7500000000,-135.3215484619
924698.3750000000,-135.4064941406
926829.8125000000,-135.4212188721
928966.2500000000,-135.4185028076
931107.5625000000,-135.4180297852
933253.8750000000,-135.3790893555
935406.0625000000,-135.3033752441
937562.2500000000,-135.2539062500
939723.4375000000,-135.1781616211
941889.5625000000,-135.0642242432
944060.6875000000,-134.9858398438
946236.8125000000,-134.8941955566
948419.0000000000,-134.5883331299
950605.1250000000,-134.3176727295
952796.3750000000,-134.5367584229
954992.6250000000,-134.8978424072
957193.9375000000,-134.8169708252
959400.3750000000,-134.6059112549
961611.8125000000,-134.6586151123
963829.5000000000,-134.9471282959
966051.1875000000,-135.1066284180
968278.0000000000,-135.1119079590
970509.9375000000,-135.0105895996
972747.0625000000,-134.9422760010
974989.3125000000,-135.0447540283
977236.6875000000,-135.1925048828
979490.3750000000,-135.2445068359
981748.1875000000,-135.2904052734
984011.1875000000,-135.4168548584
986279.3750000000,-135.4993896484
988552.8125000000,-135.4777069092
990831.5000000000,-135.4164428711
993116.5625000000,-135.4145050049
995405.7500000000,-135.4556884766
997700.2500000000,-135.3609771729
1000000.0000000000,-135.1740570068
1002305.0625000000,-135.1531982422
1004615.4375000000,-135.1339263916
1006931.1875000000,-135.1190032959
1009253.3125000000,-135.1143493652
1011579.7500000000,-135.1184997559
1013911.5000000000,-135.1308288574
1016248.6250000000,-135.1503143311
1018591.1250000000,-135.1723785400
1020939.0625000000,-135.1889038086
1023293.5625000000,-135.1967163086
1025652.3125000000,-135.1932983398
1028016.5000000000,-135.1751861572
1030386.1250000000,-135.1488037109
1032761.2500000000,-135.1200714111
1035141.8750000000,-135.0920715332
1037527.9375000000,-135.0676422119
1039920.6250000000,-135.0456848145
1042317.7500000000,-135.0164337158
1044720.3750000000,-134.9689178467
1047128.5000000000,-134.8907318115
1049542.2500000000,-134.7571411133
1051961.5000000000,-134.5496063232
1054386.3750000000,-134.2911071777
1056817.8750000000,-134.0029296875
1059254.0000000000,-133.7133026123
1061695.6250000000,-133.4729766846
1064142.8750000000,-133.3326263428
1066595.8750000000,-133.2987823486
1069054.3750000000,-133.3759002686
1071519.8750000000,-133.5590972900
1073989.7500000000,-133.8355560303
1076465.3750000000,-134.1349334717
1078946.7500000000,-134.3602600098
1081433.7500000000,-134.4273223877
1083926.5000000000,-134.2688140869
1086425.0000000000,-133.8464813232
1088930.5000000000,-133.1946105957
1091440.6250000000,-132.5269622803
1093956.5000000000,-131.9457397461
1096478.1250000000,-131.5287017822
1099005.5000000000,-131.3286590576
1101538.8750000000,-131.3901672363
1104079.1250000000,-131.7259674072
1106624.1250000000,-132.2362823486
1109175.0000000000,-132.8344268799
1111731.7500000000,-133.4100799561
1114294.3750000000,-133.8468322754
1116862.8750000000,-134.0396423340
1119437.3750000000,-133.9733581543
1122019.0000000000,-133.8021392822
1124605.2500000000,-133.6144866943
1127197.6250000000,-133.4736938477
1129795.8750000000,-133.4167327881
1132400.1250000000,-133.4558258057
1135010.3750000000,-133.5901184082
1137627.8750000000,-133.7844238281
1140250.2500000000,-133.9985198975
1142878.6250000000,-134.2023162842
1145513.0000000000,-134.3721008301
1148153.5000000000,-134.4936676025
1150800.0000000000,-134.5636291504
1153452.7500000000,-134.5866699219
1156112.7500000000,-134.5756530762
1158777.7500000000,-134.5485534668
1161448.7500000000,-134.5160217285
1164126.0000000000,-134.4853057861
1166809.3750000000,-134.4573974609
1169499.0000000000,-134.4244384766
1172194.7500000000,-134.3693847656
1174898.0000000000,-134.2699737549
1177606.2500000000,-134.1118621826
